"ID"	"Species name"	"original_genome_id"	"old_speceis_names"	"speceis_names_fig2"	"hex"	"id_table S1"	"Major clade"	"clade_order"	"Family"	"Genus"	"CUG usage"	"ratio_hq"	"num_hq"	"select"
"101"	101	"Pichia membranifaciens"	"pichia_membranifaciens"	"Pichia_membranifaciens"	"Pichia_membranifaciens"	"#FF8200"	74	"Pichiaceae"	7	"Pichiaceae"	"Pichia"	"Leu"	0.526822276822277	2573	"No"
"102"	102	"Brettanomyces anomalus"	"brettanomyces_anomalus"	"Brettanomyces_anomalus"	"Brettanomyces_anomalus"	"#FF8200"	63	"Pichiaceae"	7	"Pichiaceae"	"Brettanomyces"	"Leu"	0.536689578302062	2889	"No"
"103"	103	"Brettanomyces custersianus"	"yHMPu5000026197_brettanomyces_custersianus_160519"	"yHMPu5000026197_Brettanomyces_custersianus"	"Brettanomyces_custersianus"	"#FF8200"	117	"Pichiaceae"	7	"Pichiaceae"	"Brettanomyces"	"Leu"	0.574620909816441	2880	"No"
"104"	104	"Candida boidinii"	"candida_boidinii_JCM9604"	"Candida_boidinii_JCM9604"	"Candida_boidinii"	"#FF8200"	65	"Pichiaceae"	7	"Pichiaceae"	"Candida"	"Leu"	0.489443699731903	2921	"No"
"105"	105	"Candida succiphila"	"candida_succiphila"	"Candida_succiphila"	"Candida_succiphila"	"#FF8200"	67	"Pichiaceae"	7	"Pichiaceae"	"Candida"	"Leu"	0.573020753266718	2982	"No"
"106"	106	"Candida arabinofermentans"	"candida_arabinofermentans"	"Candida_arabinofermentans"	"Candida_arabinofermentans"	"#FF8200"	64	"Pichiaceae"	7	"Pichiaceae"	"Candida"	"Leu"	0.531656857499554	2981	"No"
"107"	107	"Brettanomyces bruxellensis"	"dekkera_bruxellensis"	"Dekkera_bruxellensis"	"Brettanomyces_bruxellensis"	"#FF8200"	68	"Pichiaceae"	7	"Pichiaceae"	"Brettanomyces"	"Leu"	0.503336339044184	2791	"No"
"108"	108	"Kregervanrija delftensis"	"yHMPu5000035674_kregervanrija_delftensis_160613"	"yHMPu5000035674_Kregervanrija_delftensis"	"Kregervanrija_delftensis"	"#FF8200"	76	"Pichiaceae"	7	"Pichiaceae"	"Kregervanrija"	"Leu"	0.50560294363606	3023	"No"
"109"	109	"Kregervanrija fluxuum"	"yHMPu5000035675_kregervanrija_fluxuum_160613"	"yHMPu5000035675_Kregervanrija_fluxuum"	"Kregervanrija_fluxuum"	"#FF8200"	75	"Pichiaceae"	7	"Pichiaceae"	"Kregervanrija"	"Leu"	0.498842771177287	3233	"No"
"110"	110	"Nakazawaea peltata"	"nakazawaea_peltata"	"Nakazawaea_peltata"	"Nakazawaea_peltata"	"#6A3906"	56	"CUG-Ala"	6	"Saccharomycetales incertae sedis"	"Nakazawaea"	"Ala"	0.632239026189598	3428	"No"
"111"	111	"Nakazawaea holstii"	"yHMPu5000034918_nakazawaea_holstii_160519"	"yHMPu5000034918_Nakazawaea_holstii"	"Nakazawaea_holstii"	"#6A3906"	58	"CUG-Ala"	6	"Saccharomycetales incertae sedis"	"Nakazawaea"	"Ala"	0.56595191682911	3484	"No"
"112"	112	"Ogataea methanolica"	"ogataea_methanolica"	"Ogataea_methanolica"	"Ogataea_methanolica"	"#FF8200"	71	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.550163483049389	3197	"No"
"113"	113	"Ogataea nonfermentans"	"yHMPu5000034904_ogataea_nonfermentans_160519"	"yHMPu5000034904_Ogataea_nonfermentans"	"Ogataea_nonfermentans"	"#FF8200"	88	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.630863121185702	3618	"No"
"114"	114	"Ogataea parapolymorpha"	"ogataea_parapolymorpha"	"Ogataea_parapolymorpha"	"Ogataea_parapolymorpha"	"#FF8200"	72	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.627050101100876	2791	"Yes"
"115"	115	"Ogataea minuta"	"yHMPu5000034902_ogataea_minuta_160519"	"yHMPu5000034902_Ogataea_minuta"	"Ogataea_minuta"	"#FF8200"	90	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.60724106324473	2650	"No"
"116"	116	"Pichia nakasei"	"yHMPu5000034624_pichia_nakasei_160519"	"yHMPu5000034624_Pichia_nakasei"	"Pichia_nakasei"	"#FF8200"	107	"Pichiaceae"	7	"Pichiaceae"	"Pichia"	"Leu"	0.531770222743259	2268	"No"
"117"	117	"Saturnispora zaruensis"	"yHMPu5000034615_saturnispora_zaruensis_160519"	"yHMPu5000034615_Saturnispora_zaruensis"	"Saturnispora_zaruensis"	"#FF8200"	110	"Pichiaceae"	7	"Pichiaceae"	"Saturnispora"	"Leu"	0.560530014053403	2792	"No"
"118"	118	"Saturnispora saitoi"	"yHMPu5000034612_saturnispora_saitoi_160519"	"yHMPu5000034612_Saturnispora_saitoi"	"Saturnispora_saitoi"	"#FF8200"	113	"Pichiaceae"	7	"Pichiaceae"	"Saturnispora"	"Leu"	0.547103689960833	2654	"No"
"119"	119	"Saturnispora dispora"	"yHMPu5000035659_saturnispora_dispora_160519"	"yHMPu5000035659_Saturnispora_dispora"	"Saturnispora_dispora"	"#FF8200"	77	"Pichiaceae"	7	"Pichiaceae"	"Saturnispora"	"Leu"	0.542667771333886	2620	"No"
"120"	120	"Ambrosiozyma kashinagacola"	"ambrosiozyma_kashinagacola"	"Ambrosiozyma_kashinagacola"	"Ambrosiozyma_kashinagacola"	"#FF8200"	61	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Ambrosiozyma"	"Leu"	0.582389937106918	3241	"No"
"121"	121	"Ambrosiozyma monospora"	"ambrosiozyma_monospora"	"Ambrosiozyma_monospora"	"Ambrosiozyma_monospora"	"#FF8200"	62	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Ambrosiozyma"	"Leu"	0.466718872357087	3576	"No"
"122"	122	"Ambrosiozyma maleeae"	"yHMPu5000035040_ambrosiozyma_maleeae_160519"	"yHMPu5000035040_Ambrosiozyma_maleeae"	"Ambrosiozyma_maleeae"	"#FF8200"	80	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Ambrosiozyma"	"Leu"	0.572214841525906	3015	"No"
"123"	123	"Groenewaldozyma salmanticensis"	"yHMPu5000035691_candida_salmanticensis_160519"	"yHMPu5000035691_Candida_salmanticensis"	"Groenewaldozyma_salmanticensis"	"#FF2800"	31	"Dipodascaceae/Trichomonascaceae"	3	"Saccharomycetales incertae sedis"	"Groenewaldozyma"	"Leu"	0.626618950238582	3677	"No"
"124"	124	"Kuraishia capsulata"	"kuraishia_capsulata"	"Kuraishia_capsulata"	"Kuraishia_capsulata"	"#FF8200"	70	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Kuraishia"	"Leu"	0.658748866727108	3633	"No"
"125"	125	"Kuraishia ogatae"	"yHMPu5000034932_kuraishia_ogatae_160519"	"yHMPu5000034932_Kuraishia_ogatae"	"Kuraishia_ogatae"	"#FF8200"	87	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Kuraishia"	"Leu"	0.581328026053917	3213	"No"
"126"	126	"Kuraishia molischiana"	"yHMPu5000034933_kuraishia_molischiana_160519"	"yHMPu5000034933_Kuraishia_molischiana"	"Kuraishia_molischiana"	"#FF8200"	86	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Kuraishia"	"Leu"	0.659214830970556	3627	"No"
"127"	127	"Pachysolen tannophilus"	"pachysolen_tannophilus"	"Pachysolen_tannophilus"	"Pachysolen_tannophilus"	"#6A3906"	57	"CUG-Ala"	6	"Saccharomycetales incertae sedis"	"Pachysolen"	"Ala"	0.543085476025017	3126	"No"
"128"	128	"Martiniozyma abiesophila"	"yHMPu5000034631_martiniozyma_abiesophila_161215"	"yHMPu5000034631_Martiniozyma_abiesophila"	"Martiniozyma_abiesophila"	"#FF8200"	103	"Pichiaceae"	7	"Pichiaceae"	"Martiniozyma"	"Leu"	0.354818174584228	4459	"No"
"129"	129	"Candida montana"	"yHMPu5000035037_candida_montana_160519"	"yHMPu5000035037_Candida_montana"	"Candida_montana"	"#00e4ff"	248	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Candida"	"Leu"	0.583405508401178	3368	"No"
"130"	130	"Candida freyschussii"	"yHMPu5000034967_candida_freyschussii_160519"	"yHMPu5000034967_Candida_freyschussii"	"Candida_freyschussii"	"#00e4ff"	251	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Candida"	"Leu"	0.645560407569141	3548	"No"
"131"	131	"Candida incommunis"	"yHMPu5000035244_candida_incommunis_160928"	"yHMPu5000035244_Candida_incommunis"	"Candida_incommunis"	"#FF2800"	36	"Dipodascaceae/Trichomonascaceae"	3	"Saccharomycetales incertae sedis"	"Candida"	"Leu"	0.634163575340046	3590	"No"
"132"	132	"Ogataea trehaloabstinens"	"yHMPu5000034887_ogataea_trehaloabstinens_160519"	"yHMPu5000034887_Ogataea_trehaloabstinens"	"Ogataea_trehaloabstinens"	"#FF8200"	98	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.615453247680228	3449	"No"
"133"	133	"Ogataea populialbae"	"yHMPu5000034637_ogataea_populiabae_160519"	"yHMPu5000034637_Ogataea_populiabae"	"Ogataea_populialbae"	"#FF8200"	101	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.589357798165138	3212	"No"
"134"	134	"Ogataea naganishii"	"yHMPu5000034903_ogataea_naganishii_160519"	"yHMPu5000034903_Ogataea_naganishii"	"Ogataea_naganishii"	"#FF8200"	89	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.594676231829337	3150	"No"
"135"	135	"Ogataea pini"	"yHMPu5000034891_ogataea_pini_160519"	"yHMPu5000034891_Ogataea_pini"	"Ogataea_pini"	"#FF8200"	96	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.611826151837344	3280	"No"
"136"	136	"Ogataea kodamae"	"yHMPu5000034899_ogataea_kodamae_160519"	"yHMPu5000034899_Ogataea_kodamae"	"Ogataea_kodamae"	"#FF8200"	92	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.625250501002004	2808	"No"
"137"	137	"Ogataea ramenticola"	"yHMPu5000034890_ogataea_ramenticola_160519"	"yHMPu5000034890_Ogataea_ramenticola"	"Ogataea_ramenticola"	"#FF8200"	97	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.541238877481177	3163	"No"
"138"	138	"Ogataea philodendri"	"yHMPu5000034893_ogataea_philodendra_160519"	"yHMPu5000034893_Ogataea_philodendra"	"Ogataea_philodendri"	"#FF8200"	94	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.634920634920635	2960	"No"
"139"	139	"Ogataea glucozyma"	"yHMPu5000034897_ogataea_glucozyma_160519"	"yHMPu5000034897_Ogataea_glucozyma"	"Ogataea_glucozyma"	"#FF8200"	93	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.603543171654627	3509	"No"
"140"	140	"Ogataea henricii"	"yHMPu5000026124_ogataea_henricii_160519"	"yHMPu5000026124_Ogataea_henricii"	"Ogataea_henricii"	"#FF8200"	121	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.595328625746877	3288	"No"
"141"	141	"Ogataea zsoltii"	"yHMPu5000034885_ogataea_zsoltii_160519"	"yHMPu5000034885_Ogataea_zsoltii"	"Ogataea_zsoltii"	"#FF8200"	100	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.634150839018993	3439	"No"
"142"	142	"Ogataea methylivora"	"yHMPu5000034901_ogataea_methylivora_160519"	"yHMPu5000034901_Ogataea_methylivora"	"Ogataea_methylivora"	"#FF8200"	91	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.588021178027796	3554	"No"
"143"	143	"Ogataea trehalophila"	"yHMPu5000034886_ogataea_trehalophila_160519"	"yHMPu5000034886_Ogataea_trehalophila"	"Ogataea_trehalophila"	"#FF8200"	99	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.535521973249957	3083	"No"
"144"	144	"Ogataea nitratoaversa"	"yHMPu5000034636_ogataea_nitratoaversa_160519"	"yHMPu5000034636_Ogataea_nitratoaversa"	"Ogataea_nitratoaversa"	"#FF8200"	102	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.541430777148739	3156	"Yes"
"145"	145	"Ogataea pilisensis"	"yHMPu5000034892_ogataea_pilisensis_160519"	"yHMPu5000034892_Ogataea_pilisensis"	"Ogataea_pilisensis"	"#FF8200"	95	"Pichiaceae"	7	"Pichiaceae"	"Ogataea"	"Leu"	0.544582097365207	3121	"No"
"146"	146	"Pichia exigua"	"yHMPu5000034629_pichia_exigua_160519"	"yHMPu5000034629_Pichia_exigua"	"Pichia_exigua"	"#FF8200"	104	"Pichiaceae"	7	"Pichiaceae"	"Pichia"	"Leu"	0.506339303682834	2516	"No"
"147"	147	"Pichia terricola"	"yHMPu5000035301_pichia_terricola_160928"	"yHMPu5000035301_Pichia_terricola"	"Pichia_terricola"	"#FF8200"	78	"Pichiaceae"	7	"Pichiaceae"	"Pichia"	"Leu"	0.547942546583851	2823	"No"
"148"	148	"Pichia occidentalis"	"yHMPu5000034622_pichia_occidentalis_160519"	"yHMPu5000034622_Pichia_occidentalis"	"Pichia_occidentalis"	"#FF8200"	109	"Pichiaceae"	7	"Pichiaceae"	"Pichia"	"Leu"	0.517618694362018	2791	"No"
"149"	149	"Pichia kudriavzevii"	"yHMPu5000034625_pichia_kudriavzevii_160519"	"yHMPu5000034625_Pichia_kudriavzevii"	"Pichia_kudriavzevii"	"#FF8200"	106	"Pichiaceae"	7	"Pichiaceae"	"Pichia"	"Leu"	0.532323820617356	2742	"No"
"150"	150	"Pichia norvegensis"	"yHMPu5000034623_pichia_norvegensis_160519"	"yHMPu5000034623_Pichia_norvegensis"	"Pichia_norvegensis"	"#FF8200"	108	"Pichiaceae"	7	"Pichiaceae"	"Pichia"	"Leu"	0.537137137137137	2683	"No"
"151"	151	"Pichia heedii"	"yHMPu5000034627_pichia_heedii_160519"	"yHMPu5000034627_Pichia_heedii"	"Pichia_heedii"	"#FF8200"	105	"Pichiaceae"	7	"Pichiaceae"	"Pichia"	"Leu"	0.51943256898562	2673	"No"
"152"	152	"Saturnispora silvae"	"yHMPu5000034614_saturnispora_silvae_160519"	"yHMPu5000034614_Saturnispora_silvae"	"Saturnispora_silvae"	"#FF8200"	111	"Pichiaceae"	7	"Pichiaceae"	"Saturnispora"	"Leu"	0.589647577092511	2677	"No"
"153"	153	"Saturnispora hagleri"	"yHMPu5000034610_saturnispora_hagleri_160519"	"yHMPu5000034610_Saturnispora_hagleri"	"Saturnispora_hagleri"	"#FF8200"	115	"Pichiaceae"	7	"Pichiaceae"	"Saturnispora"	"Leu"	0.561946902654867	2794	"No"
"154"	154	"Saturnispora mendoncae"	"yHMPu5000034611_saturnispora_mendoncae_160519"	"yHMPu5000034611_Saturnispora_mendoncae"	"Saturnispora_mendoncae"	"#FF8200"	114	"Pichiaceae"	7	"Pichiaceae"	"Saturnispora"	"Leu"	0.544940152339499	2504	"No"
"155"	155	"Saturnispora serradocipensis"	"yHMPu5000034613_saturnispora_serradocipensis_160519"	"yHMPu5000034613_Saturnispora_serradocipensis"	"Saturnispora_serradocipensis"	"#FF8200"	112	"Pichiaceae"	7	"Pichiaceae"	"Saturnispora"	"Leu"	0.54497781363453	2702	"No"
"156"	156	"Ambrosiozyma philentoma"	"yHMPu5000034947_ambrosiozyma_philentoma_160519"	"yHMPu5000034947_Ambrosiozyma_philentoma"	"Ambrosiozyma_philentoma"	"#FF8200"	83	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Ambrosiozyma"	"Leu"	0.528561099060014	3655	"No"
"157"	157	"Ambrosiozyma ambrosiae"	"yHMPu5000026137_ambrosiozyma_ambrosiae_160519"	"yHMPu5000026137_Ambrosiozyma_ambrosiae"	"Ambrosiozyma_ambrosiae"	"#FF8200"	120	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Ambrosiozyma"	"Leu"	0.52490234375	3225	"No"
"158"	158	"Ambrosiozyma oregonensis"	"yHMPu5000034946_ambrosiozyma_oregonensis_160519"	"yHMPu5000034946_Ambrosiozyma_oregonensis"	"Ambrosiozyma_oregonensis"	"#FF8200"	84	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Ambrosiozyma"	"Leu"	0.523831070889894	3473	"No"
"159"	159	"Ambrosiozyma pseudovanderkliftii"	"yHMPu5000035041_ambrosiozyma_pseudovanderkliftii_160519"	"yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii"	"Ambrosiozyma_pseudovanderkliftii"	"#FF8200"	79	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Ambrosiozyma"	"Leu"	0.551987767584098	3249	"No"
"160"	160	"Ambrosiozyma vanderkliftii"	"yHMPu5000026145_ambrosiozyma_vanderkliftii_160519"	"yHMPu5000026145_Ambrosiozyma_vanderkliftii"	"Ambrosiozyma_vanderkliftii"	"#FF8200"	118	"Pichiaceae"	7	"Saccharomycetales incertae sedis"	"Ambrosiozyma"	"Leu"	0.544735956945846	3239	"No"
"161"	161	"Blastobotrys nivea"	"yHMPu5000034673_blastobotrys_nivea_160519"	"yHMPu5000034673_Blastobotrys_nivea"	"Blastobotrys_nivea"	"#FF2800"	43	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Blastobotrys"	"Leu"	0.513863025036209	4967	"No"
"162"	162	"Nadsonia fulvescens var. elongata"	"nadsonia_fulvescens_var_elongata"	"Nadsonia_fulvescens_var_elongata"	"Nadsonia_fulvescens_var._elongata"	"#FF2800"	21	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Nadsonia"	"Leu"	0.548225973131244	3183	"No"
"163"	163	"Nadsonia fulvescens var. fulvescens"	"yHMPu5000034635_nadsonia_fulvescens_160519"	"yHMPu5000034635_Nadsonia_fulvescens"	"Nadsonia_fulvescens_var._fulvescens"	"#FF2800"	51	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Nadsonia"	"Leu"	0.517892644135189	3647	"No"
"164"	164	"Wickerhamiella infanticola"	"candida_infanticola"	"Candida_infanticola"	"Wickerhamiella_infanticola"	"#FF2800"	18	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Wickerhamiella"	"Leu"	0.695535113304914	3100	"No"
"165"	165	"Wickerhamiella versatilis"	"candida_versatilis"	"Candida_versatilis"	"Wickerhamiella_versatilis"	"#FF2800"	19	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Wickerhamiella"	"Leu"	0.694016152716593	3781	"No"
"166"	166	"Candida hispaniensis"	"yHMPu5000035633_candida_hispaniensis_160519"	"yHMPu5000035633_Candida_hispaniensis"	"Candida_hispaniensis"	"#FF2800"	35	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Candida"	"Leu"	0.628800596903563	3371	"No"
"167"	167	"Starmerella apicola"	"candida_apicola"	"Candida_apicola"	"Starmerella_apicola"	"#FF2800"	17	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Candida"	"Leu"	0.626952718183712	3010	"No"
"168"	168	"Dipodascus geniculatus"	"yHMPu5000041822_dipodascus_geniculatus_160928"	"yHMPu5000041822_Dipodascus_geniculatus"	"Dipodascus_geniculatus"	"#FF2800"	29	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Dipodascus"	"Leu"	0.565703499346595	3896	"No"
"169"	169	"Dipodascus albidus"	"yHMPu5000034661_dipodascus_albidus_160519"	"yHMPu5000034661_Dipodascus_albidus"	"Dipodascus_albidus"	"#FF2800"	48	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Dipodascus"	"Leu"	0.556585500830105	4023	"No"
"170"	170	"Geotrichum candidum"	"geotrichum_candidum"	"Geotrichum_candidum"	"Geotrichum_candidum"	"#FF2800"	20	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Geotrichum"	"Leu"	0.575176304654443	4078	"No"
"171"	171	"Magnusiomyces tetraspermus"	"yHMPu5000041818_magnusiomyces_tetrasperma_160928"	"yHMPu5000041818_Magnusiomyces_tetrasperma"	"Magnusiomyces_tetraspermus"	"#FF2800"	30	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Magnusiomyces"	"Leu"	0.431514023042011	3708	"No"
"172"	172	"Sporopachydermia quercuum"	"sporopachydermia_quercuum"	"Sporopachydermia_quercuum"	"Sporopachydermia_quercuum"	"#7F00FF"	54	"Sporopachydermia clade"	5	"Saccharomycetales incertae sedis"	"Sporopachydermia"	"Leu"	0.539773686877217	3196	"Yes"
"173"	173	"Starmerella bombicola"	"starmerella_bombicola_JCM9596"	"Starmerella_bombicola_JCM9596"	"Starmerella_bombicola"	"#FF2800"	23	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Starmerella"	"Leu"	0.629788144660817	2943	"No"
"174"	174	"Yarrowia lipolytica"	"yarrowia_lipolytica"	"Yarrowia_lipolytica"	"Yarrowia_lipolytica"	"#FF2800"	28	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Yarrowia"	"Leu"	0.602750429754649	3857	"Yes"
"175"	175	"Yarrowia keelungensis"	"yarrowia_keelungensis"	"Yarrowia_keelungensis"	"Yarrowia_keelungensis"	"#FF2800"	27	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Yarrowia"	"Leu"	0.612511818468326	3887	"No"
"176"	176	"Yarrowia deformans"	"yarrowia_deformans"	"Yarrowia_deformans"	"Yarrowia_deformans"	"#FF2800"	26	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Yarrowia"	"Leu"	0.604356558010196	3912	"No"
"177"	177	"Blastobotrys adeninivorans"	"arxula_adeninivorans"	"Arxula_adeninivorans"	"Blastobotrys_adeninivorans"	"#FF2800"	16	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Blastobotrys"	"Leu"	0.687394103693663	4057	"No"
"178"	178	"Blastobotrys raffinosifermentans"	"yHMPu5000034669_blastobotrys_raffinofermentans_160519"	"yHMPu5000034669_Blastobotrys_raffinofermentans"	"Blastobotrys_raffinosifermentans"	"#FF2800"	46	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Blastobotrys"	"Leu"	0.683795103092783	4245	"No"
"179"	179	"Blastobotrys americana"	"yHMPu5000034681_blastobotrys_americana_160519"	"yHMPu5000034681_Blastobotrys_americana"	"Blastobotrys_americana"	"#FF2800"	40	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Blastobotrys"	"Leu"	0.646619155223362	3720	"No"
"180"	180	"Diddensiella caesifluorescens"	"yHMPu5000034660_diddensiella_caesifluorescens_160519"	"yHMPu5000034660_Diddensiella_caesifluorescens"	"Diddensiella_caesifluorescens"	"#FF2800"	49	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Diddensiella"	"Leu"	0.657865078087265	4086	"No"
"181"	181	"Spencermartinsiella europaea"	"yHMPu5000034605_spencermartinsiella_europaea_160519"	"yHMPu5000034605_Spencermartinsiella_europaea"	"Spencermartinsiella_europaea"	"#FF2800"	52	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Spencermartinsiella"	"Leu"	0.665829145728643	4240	"No"
"182"	182	"Sugiyamaella lignohabitans"	"sugiyamaella_lignohabitans"	"Sugiyamaella_lignohabitans"	"Sugiyamaella_lignohabitans"	"#FF2800"	24	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Sugiyamaella"	"Leu"	0.57796875	3699	"No"
"183"	183	"Wickerhamiella domercqiae"	"wickerhamiella_domercqiae"	"Wickerhamiella_domercqiae"	"Wickerhamiella_domercqiae"	"#FF2800"	25	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Wickerhamiella"	"Leu"	0.633932912007778	2608	"No"
"184"	184	"Wickerhamiella cacticola"	"yHMPu5000034646_wickerhamiella_cacticola_160519"	"yHMPu5000034646_Wickerhamiella_cacticola"	"Wickerhamiella_cacticola"	"#FF2800"	50	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Wickerhamiella"	"Leu"	0.625258086717137	3634	"No"
"185"	185	"Zygoascus ofunaensis"	"yHMPu5000035242_zygoascus_ofunaensis_160928"	"yHMPu5000035242_Zygoascus_ofunaensis"	"Zygoascus_ofunaensis"	"#FF2800"	38	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Zygoascus"	"Leu"	0.615303430079156	3498	"No"
"186"	186	"Zygoascus meyerae"	"yHMPu5000035243_zygoascus_meyerae_160928"	"yHMPu5000035243_Zygoascus_meyerae"	"Zygoascus_meyerae"	"#FF2800"	37	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Zygoascus"	"Leu"	0.656820622986036	3669	"Yes"
"187"	187	"Sporopachydermia lactativora"	"yHMPu5000034604_sporopachydermia_lactativora_160519"	"yHMPu5000034604_Sporopachydermia_lactativora"	"Sporopachydermia_lactativora"	"#7F00FF"	55	"Sporopachydermia clade"	5	"Saccharomycetales incertae sedis"	"Sporopachydermia"	"Leu"	0.555717761557178	3426	"No"
"188"	188	"Wickerhamomyces sp."	"yHMPu5000035286_candida_azyma_160928"	"yHMPu5000035286_Candida_azyma"	"Wickerhamomyces_sp._YB_2243"	"#00e4ff"	238	"Phaffomycetaceae"	10	"Phaffomycetaceae"	"Wickerhamomyces"	"Leu"	0.606901217861976	3588	"No"
"189"	189	"Yarrowia bubula"	"yHMPu5000035643_yarrowia_bubula_160519"	"yHMPu5000035643_Yarrowia_bubula"	"Yarrowia_bubula"	"#FF2800"	34	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Yarrowia"	"Leu"	0.596540508574808	4035	"No"
"190"	190	"Yarrowia divulgata"	"yHMPu5000035645_yarrowia_divulgata_160519"	"yHMPu5000035645_Yarrowia_divulgata"	"Yarrowia_divulgata"	"#FF2800"	33	"Dipodascaceae/Trichomonascaceae"	3	"Dipodascaceae"	"Yarrowia"	"Leu"	0.603124530569325	4015	"No"
"191"	191	"Blastobotrys mokoenaii"	"yHMPu5000034675_blastobotrys_mokoenaii_160519"	"yHMPu5000034675_Blastobotrys_mokoenaii"	"Blastobotrys_mokoenaii"	"#FF2800"	41	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Blastobotrys"	"Leu"	0.660607044310988	4070	"No"
"192"	192	"Blastobotrys muscicola"	"yHMPu5000034674_blastobotrys_muscicola_160519"	"yHMPu5000034674_Blastobotrys_muscicola"	"Blastobotrys_muscicola"	"#FF2800"	42	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Blastobotrys"	"Leu"	0.629756242568371	4237	"No"
"193"	193	"Blastobotrys serpentis"	"yHMPu5000034667_blastobotrys_serpentis_160519"	"yHMPu5000034667_Blastobotrys_serpentis"	"Blastobotrys_serpentis"	"#FF2800"	47	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Blastobotrys"	"Leu"	0.64695313669711	4321	"No"
"194"	194	"Blastobotrys proliferans"	"yHMPu5000034670_blastobotrys_proliferans_160519"	"yHMPu5000034670_Blastobotrys_proliferans"	"Blastobotrys_proliferans"	"#FF2800"	45	"Dipodascaceae/Trichomonascaceae"	3	"Trichomonascaceae"	"Blastobotrys"	"Leu"	0.608367071524966	4508	"No"
